Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
1458;54;;Markus Lang;Deutschland;0;0;0;
1459;55;35;Maximilian Schulze-Niehues;Deutschland;16;0;0;
1460;55;1;Oliver Schnitzler;Deutschland;4;0;0;
1461;55;19;Marian Prinz;Deutschland;0;0;0;
1462;55;5;Julian Schauerte;Deutschland;20;3;2;
1463;55;15;Simon Scherder;Deutschland;16;1;0;
1464;55;22;Okan Erdogan;Deutschland;16;0;0;
1465;55;33;Niklas Heidemann;Deutschland;16;0;0;
1466;55;13;Ole Kittner;Deutschland;15;0;2;
1467;55;3;Alex Rossipal;Deutschland;7;0;0;
1468;55;14;U?ur Tezel;Türkei;1;0;0;
1469;55;4;Jannik Borgmann;Deutschland;0;0;0;
1470;55;10;Kevin Rodrigues Pires;Portugal;18;1;2;
1471;55;25;Fridolin Wagner;Deutschland;16;2;0;
1472;55;20;Philipp Hoffmann;Deutschland;13;1;2;
1473;55;6;Nico Brandenburger;Deutschland;13;1;0;
1474;55;37;Lucas Cueto;Deutschland;7;1;0;
1475;55;30;Marcel Hoffmeier;Deutschland;1;0;0;
1476;55;18;Dominik Klann;Deutschland;0;0;0;
1477;55;11;Noad Mekonnen;Deutschland;0;0;0;
1478;55;9;Rufat Dadashov;Aserbaidschan;20;6;1;
1479;55;21;Heinz Mörschel;Deutschland;19;5;0;
1480;55;7;Seref Özcan;Deutschland;19;2;5;
1481;55;24;Luca Schnellbacher;Deutschland;17;3;2;
1482;55;8;Maurice Litka;Deutschland;15;2;0;
1483;55;27;Joel Grodowski;Deutschland;7;1;0;
1484;55;;Arne Barez;Deutschland;0;0;0;
1485;55;;Sven Hübscher;Deutschland;0;0;0;
1486;56;22;Jo Coppens;Belgien;19;0;0;
1487;56;1;Flemming Niemann;Deutschland;2;0;0;
1488;56;12;Lukas Sedlak;Deutschland;0;0;0;
1489;56;20;Tim Kircher;Deutschland;14;0;1;
1490;56;30;Manuel Maranda;Österreich;14;0;1;
1491;56;13;Dominic Volkmer;Deutschland;12;0;0;
1492;56;3;Maximilian Rohr;Deutschland;9;1;1;
1493;56;17;Pierre Fassnacht;Deutschland;7;0;0;
1494;56;15;Marius Grösch;Deutschland;6;0;0;
1495;56;21;Patrick Schorr;Deutschland;6;0;0;
1496;56;29;Paul Fromm;Deutschland;0;0;0;
1497;56;5;Matthias Kühne;Deutschland;0;0;0;
1498;56;16;Eric Voufack;Deutschland;0;0;0;
1499;56;10;Nico Hammann;Deutschland;17;0;0;
1500;56;9;René Eckardt;Deutschland;15;1;0;
1501;56;31;Raphael Obermair;Deutschland;14;1;1;
1502;56;14;Dominik Bock;Deutschland;12;3;1;
1503;56;26;Eroll Zeynullahu;Kosovo;6;0;1;
1504;56;8;Jannis Kübler;Deutschland;4;0;0;
1505;56;24;Maximilian Weiß;Deutschland;2;0;0;
1506;56;2;Max Gottwald;Deutschland;1;0;0;
1507;56;19;Maximilian Schlegel;Deutschland;0;0;0;
1508;56;7;Daniele Gabriele;Deutschland;19;4;0;
1509;56;11;Anton Donkor;Deutschland;16;2;1;
1510;56;27;Julian Günther-Schmidt;Deutschland;14;1;1;
1511;56;23;Meris Skenderovic;Deutschland;14;0;0;
1512;56;18;Niklas Jahn;Deutschland;7;1;0;
